NAME,SAT25,SAT75,SATAVG,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Franklin College,960,1180,1070,Yes,804,632,281,29,72,840,68,10390,4040,525,1345,54,78,12.5,37,11751,60,16,Indiana,48900,86200,45,21,,,,,,,,,,,,
Freed-Hardeman University,985,1195,1090,Yes,895,548,314,20,54,1174,50,5500,3340,600,1600,68,76,16.1,13,6078,62,20,Tennessee,43700,78200,54,9,0.584359936,0.002142475,0.005356186,0.123192287,0.020353508,0,0.703267274,0.014997322,0.113015533,0.017675415,0.166041778,1867
George Mason University,1140,1350,1245,No,5653,4326,1727,17,29,9528,3822,10800,4840,580,1050,93,96,19.3,7,6751,46,8,Virginia,58900,105700,48,23,0.537312105,0.002134662,0.148270035,0.093480388,0.101396424,0.003617065,0.485368674,0.035844525,0.066559934,0.063328293,0.384743099,33729
Georgetown College,940,1230,1085,Yes,727,693,286,30,55,1063,48,8100,3950,550,550,73,76,13.3,28,7508,55,9,Kentucky,45000,81900,54,10,0.595879556,0.002377179,0.008716323,0.083201268,0.030110935,0,0.812995246,0.026941363,0.021394612,0.014263074,0.151347068,1262
Georgia Institute of Technology,1310,1500,1405,No,7837,4527,2276,89,99,8528,654,6489,4438,795,1164,92,92,19.3,33,11271,70,1,Georgia,72700,133400,48,80,0.301570817,0.000692371,0.155047817,0.056168592,0.055822407,0.000778917,0.480072699,0.029555584,0.00761608,0.214245532,0.298065689,23109
Georgia State University,1050,1290,1170,No,3793,2341,1238,9,24,7732,9054,6744,2655,720,3450,87,89,19,10,7762,34,7,Georgia,50600,90800,47,18,0.589998771,0.001904411,0.104005406,0.364756113,0.081428922,0.00082934,0.33136749,0.041006266,0.028443298,0.046258754,0.593930458,32556
Gettysburg College,1280,1430,1355,Yes,3596,2466,575,42,78,1944,46,19964,4328,500,500,94,95,12.1,32,14720,83,12,Pennsylvania,58400,109300,39,24,0.524724152,0.000408664,0.018389865,0.035553739,0.046178995,0,0.800572129,0.028606457,0.032693094,0.037597058,0.12913772,2447
Gonzaga University,1210,1380,1295,Yes,1886,1524,526,31,67,2523,296,13000,4450,600,2400,78,90,14.7,32,9553,69,4,Washington,57800,107600,51,19,0.564472252,0.007752992,0.039309032,0.016186072,0.076305767,0.00367247,0.697905332,0.041757345,0.057127312,0.059983678,0.184983678,7352
Goucher College,1086,1360,1223,Yes,1151,813,248,40,64,850,80,15588,6174,500,1200,78,90,9.2,34,16623,77,17,Maryland,49400,90600,42,11,0.708490566,0.002358491,0.025943396,0.102830189,0.064622642,0.000471698,0.575471698,0.029245283,0.187264151,0.011792453,0.225471698,2120
Grinnell College,1370,1530,1450,Yes,2039,1389,432,56,91,1333,30,15688,4618,400,400,88,92,9.5,54,18979,83,4,Iowa,53400,96500,49,41,0.546136101,0.001730104,0.073817762,0.057670127,0.07727797,0,0.579008074,0.042675894,0.03633218,0.131487889,0.253171857,1734
Grove City College,1130,1382,1256,Yes,2491,1110,573,57,88,2213,35,5224,3048,525,350,65,65,18.4,18,4957,100,24,Pennsylvania,54400,98400,53,29,,,,,,,,,,,,
Gustavus Adolphus College,800,1000,900,Yes,1709,1385,634,36,72,2281,50,14125,3600,400,700,79,89,12.5,58,9907,80,7,Minnesota,51200,96800,47,22,0.542124542,0.000814001,0.039479039,0.018722019,0.032967033,0.000407,0.844118844,0.035002035,0.002035002,0.026455026,0.127391127,2457
Hamilton College,1410,1540,1475,Yes,3140,1783,454,40,82,1646,24,19700,5050,300,800,91,96,9.6,60,17761,91,23,New York,62600,108100,45,25,,,,,,,,,,,,
Hamline University,1170,1280,1225,Yes,1006,825,328,34,73,1362,102,13252,4194,450,550,89,93,13,33,10296,65,14,Minnesota,48100,90400,52,5,0.619825464,0.005594093,0.040277467,0.042515104,0.040277467,0.001118819,0.504587156,0.029313045,0.318639517,0.017677333,0.159095995,4469
Hampden-Sydney College,1080,1260,1170,Yes,817,644,307,20,40,945,1,13218,4773,660,600,95,97,13.3,53,12263,69,6,Virginia,58300,108600,52,20,0.001809955,0.004524887,0.018099548,0.076923077,0.02081448,0,0.816289593,0.054298643,0.008144796,0.000904977,0.174660633,1105
Hanover College,1110,1310,1210,Yes,1006,837,317,33,65,1024,15,8200,3485,500,1200,84,84,10.6,26,9248,64,18,Indiana,47500,85100,53,24,0.579039301,0.006113537,0.013973799,0.048034934,0.022707424,0,0.810480349,0.018340611,0.025327511,0.055021834,0.109170306,1145
Harding University,1050,1300,1175,Yes,1721,1068,806,35,75,3128,213,5504,3528,700,910,71,77,17.7,37,6466,73,4,Arkansas,49200,88600,47,10,0.573031853,0.007592012,0.014193761,0.050008252,0.02607691,0.000165044,0.827199208,0.014358805,0.004621225,0.055784783,0.112394785,6059
Harvard University,1480,1580,1530,Yes,13865,2165,1606,90,100,6862,320,18485,6410,500,1920,97,97,9.9,52,37219,100,2,Massachusetts,74800,146800,54,19,0.485186343,0.001945052,0.146816714,0.051578618,0.078600952,0.000972526,0.45625369,0.036330798,0.06119968,0.166301969,0.31624466,28791
Harvey Mudd College,1480,1560,1520,Yes,1377,572,178,95,100,654,5,17230,6690,700,900,100,100,8.2,46,21569,100,1,California,88800,158200,55,85,0.463930348,0.004975124,0.207711443,0.016169154,0.099502488,0,0.437810945,0.062189055,0.044776119,0.126865672,0.390547264,804
Hastings College,810,1010,910,Yes,817,708,262,22,52,935,37,9376,3272,500,1902,57,63,13,17,7335,52,8,Nebraska,48600,87100,55,14,0.487623762,0.004950495,0.01320132,0.033828383,0.055280528,0.00330033,0.833333333,0.027227723,0.010726073,0.018151815,0.137788779,1212
Hendrix College,1090,1340,1215,Yes,823,721,274,52,87,954,6,8800,3195,500,1200,82,99,13.1,26,8588,63,2,Arkansas,48100,90300,58,33,0.549337261,0.016200295,0.056701031,0.047864507,0.047864507,0.000736377,0.763622975,0.006627393,0.004418262,0.055964654,0.175994109,1358
Hofstra University,1180,1370,1275,Yes,7428,5860,1349,25,63,6534,1350,11600,5920,1000,1000,81,90,13.9,10,10093,60,18,New York,57300,110400,38,7,0.560485712,0.002830275,0.081530174,0.082990961,0.114489181,0.007121337,0.539943395,0.018077239,0.055144709,0.097872729,0.307039167,10953
Hood College,1110,1300,1205,Yes,699,565,176,36,64,710,399,13960,6040,450,690,82,88,14.4,34,12434,72,25,Maryland,47900,82600,49,32,0.635095137,0.000422833,0.032980973,0.10782241,0.058350951,0,0.663424947,0.030866808,0.040591966,0.065539112,0.230443975,2365
Hope College,1100,1330,1215,Yes,1712,1483,624,37,69,2505,208,12275,4341,465,1100,72,81,12.5,40,9284,72,14,Michigan,49200,90900,51,18,0.603473227,0.000868307,0.015629522,0.024602026,0.074674385,0,0.828075253,0.019392185,0.012156295,0.024602026,0.135166425,3455
Huntingdon College,980,1070,1025,Yes,608,520,127,26,47,538,126,8080,3920,500,1100,63,72,11.4,9,7703,44,14,Alabama,42400,78900,69,14,0.493103448,0.012068966,0.007758621,0.197413793,0.025,0.001724138,0.636206897,0.025862069,0.087068966,0.006896552,0.269827586,1160
Illinois Institute of Technology,1230,1410,1320,Yes,1756,1360,478,42,77,1911,626,14550,4620,500,700,80,88,12.3,26,12851,56,1,Illinois,64600,118500,47,64,0.355659661,0.001519372,0.062927323,0.036971385,0.0759686,0.001645986,0.252595594,0.009116232,0.0759686,0.483286908,0.188148898,7898
Illinois State University,1000,1200,1100,No,8681,6695,2408,10,35,15701,1823,7799,3403,537,2605,77,84,21,16,5569,54,16,Illinois,51200,95000,47,10,0.560223138,0.001164201,0.021052632,0.070531167,0.082997817,0.000873151,0.774581615,0.023187,0.004996362,0.020616056,0.199805967,20615
Illinois Wesleyan University,1110,1310,1210,Yes,3050,1342,471,55,86,1818,23,14360,4090,400,650,77,92,12.9,34,9605,83,12,Illinois,53100,96000,44,18,0.563127311,0.00264131,0.043317485,0.045958796,0.067617538,0.000528262,0.706286318,0.022715267,0.029054411,0.081880613,0.182778658,1893
Indiana State University,930,1150,1040,No,5659,4761,3147,10,31,8596,1949,6892,3706,600,2500,72,76,16.6,8,6996,40,17,Indiana,47900,85600,55,8,0.550709247,0.00273079,0.013578093,0.166805735,0.029962831,0.000606842,0.663202609,0.02836987,0.019039672,0.075703558,0.242054161,13183
Indiana University at Bloomington,1160,1380,1270,No,16587,13243,5873,25,72,24763,2717,9766,3990,600,2000,77,88,21.3,24,8686,68,9,Indiana,53600,97100,47,16,0.502348328,0.001184936,0.043260945,0.038650465,0.044295071,0.000473974,0.694631162,0.030399,0.011504654,0.135599793,0.158264392,46416
Iowa State University,1083,1330,1206.5,No,8427,7424,3441,26,59,18676,1715,7550,3224,640,2055,81,88,19.2,22,8420,65,1,Iowa,56100,101300,48,31,0.439814143,0.002323218,0.027297807,0.025874837,0.04213736,0.000900247,0.721446203,0.019515028,0.044925221,0.115580078,0.118048497,34435
James Madison University,1140,1310,1225,No,11223,5285,2082,32,72,9652,742,7994,4544,500,732,77,81,17.9,29,5212,98,9,Virginia,57400,102600,42,12,0.595924239,0.001486454,0.042627667,0.041380964,0.050011988,0.001870055,0.772476624,0.033996643,0.032414289,0.023735315,0.171373771,20855
John Brown University,1100,1320,1210,Yes,605,405,284,24,53,961,99,6398,3672,400,1350,68,68,13.3,19,8118,75,5,Arkansas,47000,82700,53,9,0.580350877,0.017894737,0.011929825,0.037894737,0.053333333,0.001052632,0.765263158,0.036140351,0.038596491,0.037894737,0.158245614,2850
John Carroll University,1120,1340,1230,Yes,2421,2109,820,27,57,3168,392,11700,5550,600,450,89,90,14.5,28,7738,89,11,Ohio,51600,97300,39,16,0.507049892,0.000542299,0.01681128,0.050433839,0.029826464,0,0.838123644,0.020878525,0.020065076,0.023318872,0.118492408,3688
Johns Hopkins University,1470,1560,1515,Yes,8474,3446,911,75,94,3566,1569,18800,6740,500,1040,96,97,3.3,38,56233,90,3,Maryland,67200,117100,57,31,0.519792252,0.001637657,0.136580573,0.066395284,0.070091709,0.001263335,0.476137002,0.032285233,0.039210182,0.176399027,0.30825379,21372
Johnson State College,890,1000,945,No,833,669,279,3,13,1224,345,7656,4690,500,624,80,91,14.4,15,6564,36,14,Vermont,39500,72100,46,2,0.660260384,0.009299442,0.009919405,0.021698698,0.023558586,0.002479851,0.84066956,0.021698698,0.065096094,0.005579665,0.088654681,1613
Judson College,870,930,900,Yes,313,228,137,10,30,552,67,9414,4554,500,1700,34,55,10.6,30,7840,56,23,Alabama,37900,67600,65,13,,,,,,,,,,,,
Kansas State University,980,1900,1440,No,5880,4075,2833,25,55,14914,2246,6995,3120,600,2000,76,86,18.5,22,6122,54,2,Kansas,52500,97200,51,18,0.493256884,0.003795526,0.015383994,0.038520552,0.057296293,0.001453606,0.748970363,0.028062667,0.015787774,0.090729226,0.144512638,24766
Keene State College,970,1170,1070,No,3121,2446,822,5,19,3480,776,7870,4157,500,1150,73,73,16.1,13,6195,61,10,New Hampshire,48900,83600,49,8,0.571111559,0.002824289,0.011297156,0.009683276,0.031470648,0.00040347,0.837603389,0.019568287,0.086746016,0.00040347,0.075247125,4957
Kentucky Wesleyan College,920,1140,1030,Yes,584,497,175,20,49,662,121,8000,4150,500,1300,57,65,11.3,32,7058,62,14,Kentucky,42100,76800,65,14,0.459802539,0.001410437,0.004231312,0.143864598,0.016925247,0,0.681241185,0,0.145275035,0.007052186,0.166431594,709
Kenyon College,1340,1500,1420,Yes,2212,1538,408,44,75,1445,1,19240,3690,750,480,95,95,11.1,46,14067,88,7,Ohio,55000,103800,50,17,0.546329723,0.005415162,0.05234657,0.034897714,0.060168472,0,0.735860409,0.035499398,0.030084236,0.045728039,0.188327316,1662
Knox College,1150,1380,1265,Yes,1040,845,286,48,77,967,24,15747,4062,400,800,88,95,12.7,33,13224,79,15,Illinois,50600,95400,45,24,0.581129378,0.002144389,0.055039314,0.078627591,0.12508935,0,0.531093638,0.040028592,0.040028592,0.127948535,0.300929235,1399
La Salle University,870,1030,950,Yes,2929,1834,622,20,56,2738,1662,12600,5610,450,3160,90,90,15.1,9,9084,84,15,Pennsylvania,55800,104800,40,5,0.659884652,0.002563281,0.045818648,0.172701057,0.074014739,0.001121435,0.56392182,0.055911567,0.056552387,0.027395066,0.352130727,6242
Lafayette College,1300,1460,1380,Yes,4010,2402,572,36,59,2018,226,18730,5740,600,1000,93,96,10.5,38,15365,92,6,Pennsylvania,66500,122500,37,47,0.468637635,0.001198562,0.032361167,0.047143428,0.066320416,0.000399521,0.682381143,0.02117459,0.070715142,0.078306033,0.168597683,2503
Lake Forest College,1130,1345,1237.5,Yes,979,638,271,31,70,968,20,16880,3970,920,1320,91,94,10.7,19,15687,77,9,Illinois,55400,102600,46,21,0.574415744,0.002460025,0.049815498,0.066420664,0.149446494,0,0.578720787,0.035055351,0.027060271,0.09102091,0.303198032,1626
Lamar University,910,1100,1005,No,2336,1725,1043,10,27,5438,4058,4752,3040,508,1463,48,82,18.4,12,5879,26,13,Texas,53300,101200,57,16,0.606310843,0.003692514,0.032091306,0.237126553,0.13897281,0.000671366,0.483115139,0.017321249,0.016448473,0.070560591,0.429875797,14895
Lander University,950,1150,1050,No,1166,1009,510,9,33,2074,341,4938,2987,528,1702,67,77,17,11,6119,51,15,South Carolina,42600,77100,54,9,0.688912809,0.001435235,0.015069968,0.307857912,0.012917115,0.000717618,0.583423036,0.019734482,0.045927521,0.012917115,0.357732329,2787
Lawrence University,1230,1460,1345,Yes,1243,947,324,50,77,1129,74,17163,3891,525,975,76,92,10.1,57,13965,77,5,Wisconsin,51500,98800,58,25,0.544672402,0.005294507,0.039708802,0.033752482,0.066181337,0,0.706816678,0.039046989,0.004632694,0.104566512,0.183984116,1511
Lehigh University,1325,1490,1407.5,Yes,6397,4304,1092,40,84,4298,132,18700,5580,750,1130,96,99,12.5,43,14665,91,2,Pennsylvania,69500,134100,45,52,0.446551482,0.000983284,0.067284731,0.033572131,0.066722854,0.000140469,0.605281641,0.019525214,0.050990308,0.155499368,0.188228684,7119
LeTourneau University,1130,1370,1250,Yes,477,417,204,29,54,1532,77,8840,4240,600,1400,58,70,20.8,23,6863,56,18,Texas,56600,98900,53,21,0.514810649,0.003749531,0.010498688,0.10423697,0.085114361,0.000749906,0.582677165,0.03712036,0.132358455,0.043494563,0.241469816,2667
Lewis University,1050,1240,1145,Yes,1154,1050,395,12,31,2192,1423,10560,4520,500,1200,36,48,14.3,10,7701,61,25,Illinois,49700,89800,53,14,0.599342204,0.001195993,0.030497832,0.091194498,0.155927642,0.002092988,0.642995964,0.022275377,0.03991628,0.013903424,0.303184332,6689
Louisiana College,940,1080,1010,Yes,2013,1053,212,33,61,912,158,5150,3036,500,1655,64,74,10.5,11,7547,59,17,Louisiana,44800,79800,58,4,0.532643312,0.007961783,0.00955414,0.222929936,0.031847134,0.000796178,0.621019108,0.00955414,0.040605096,0.055732484,0.282643312,1256
Louisiana Tech University,1070,1280,1175,No,2397,2144,1525,22,45,6720,1822,3957,2325,618,1656,66,77,20,13,4546,45,3,Louisiana,53100,100700,57,24,0.488285078,0.003830735,0.011670379,0.128374165,0.010957684,0.00142539,0.692026726,0.016926503,0.083741648,0.051046771,0.173184855,11225
Loyola Marymount University,1250,1420,1335,Yes,3768,2662,753,42,64,3558,436,13592,5916,545,1328,84,88,14.2,10,11677,84,18,California,58500,113300,39,9,0.584130321,0.00189175,0.110772465,0.061481871,0.230162901,0.000840778,0.446558066,0.064739884,0.012401471,0.071150815,0.469889648,9515
Loyola University Chicago,1160,1360,1260,Yes,3579,2959,868,25,55,5244,3417,11500,5330,700,2000,94,95,6.2,15,13009,65,12,Illinois,53400,96000,45,15,0.642372029,0.000943278,0.091120614,0.057854358,0.112753113,0.002075211,0.610363476,0.045340209,0.02760659,0.051943152,0.310086782,15902
Luther College,1088,1318,1203,Yes,1549,1392,587,38,72,2269,85,13240,3560,600,400,73,85,13.8,38,8949,77,14,Iowa,48200,85900,49,21,0.561844864,0.003354298,0.016352201,0.014255765,0.033542977,0,0.844444444,0.020545073,0.006289308,0.061215933,0.088050314,2385
Lynchburg College,790,850,820,Yes,1756,1500,366,3,21,1524,280,12450,5400,450,870,62,66,12.4,24,8832,70,15,Virginia,47700,89100,54,11,0.61878655,0.005116959,0.010599415,0.106359649,0.039839181,0.002192982,0.703947368,0.030701754,0.076754386,0.024488304,0.194809942,2736
Lyndon State College,780,810,795,No,535,502,223,6,20,959,150,7320,4640,500,600,48,65,12.6,15,7114,51,13,Vermont,41500,75100,49,8,0.428671329,0.009090909,0.007692308,0.034265734,0.033566434,0.000699301,0.83986014,0.01958042,0.047552448,0.007692308,0.104895105,1430
Macalester College,1340,1515,1427.5,Yes,2939,1496,452,56,86,1723,113,15909,4772,500,700,85,91,11.9,37,14213,77,6,Minnesota,53600,100400,51,31,0.605402798,0.000482393,0.070429329,0.023637241,0.059334298,0.000482393,0.656536421,0.053545586,0,0.13555234,0.20791124,2073
Manhattan College,1130,1320,1225,Yes,2432,1730,563,20,63,2578,254,12370,6800,500,1800,92,92,13.6,25,10062,79,12,New York,64000,125700,46,40,0.451133501,0.001763224,0.038035264,0.034760705,0.176574307,0,0.534256927,0.01813602,0.162468514,0.034005038,0.269269521,3970
Marietta College,950,1190,1070,Yes,1611,960,342,27,60,1089,210,13850,3920,470,810,80,97,13.2,30,10223,96,15,Ohio,51200,94300,57,45,0.428666667,0.001333333,0.013333333,0.046,0.025333333,0,0.731333333,0.021333333,0.056,0.105333333,0.107333333,1500
Marquette University,1180,1360,1270,Yes,5152,4600,1685,36,71,7016,804,11610,4760,600,1950,86,94,13.5,25,9982,77,2,Wisconsin,57800,105900,52,25,0.5250745,0.002469136,0.044870158,0.03942103,0.080885483,0.000936569,0.711366539,0.02801192,0.040613027,0.051426139,0.196594295,11745
Marshall University,930,1150,1040,Yes,4226,3666,2007,14,60,7703,2339,5094,4010,700,1560,77,86,16.6,10,6203,50,9,West Virginia,45000,79700,50,12,0.585382258,0.003512443,0.011733054,0.055152829,0.017263284,0.000747328,0.818175024,0.020028398,0.041626186,0.031761453,0.108437337,13381
Marymount University,1110,1250,1180,Yes,941,772,214,10,30,1247,776,11390,5280,500,750,77,82,10.6,17,8575,55,12,Virginia,52300,93100,44,15,0.683231619,0.004940424,0.079628015,0.145306597,0.13106655,0.004940424,0.4713746,0.031676838,0.039232781,0.091833769,0.397558849,3441
Maryville College,1100,1320,1210,Yes,1464,888,176,26,52,624,128,11200,4208,500,1642,80,90,11.1,43,8317,51,24,Tennessee,42800,75300,68,16,0.540807914,0.007419621,0.011541632,0.111294312,0.028029678,0.001648805,0.784006595,0.026380874,0.004946414,0.024732069,0.186314922,1213
Massachusetts Institute of Technology,1450,1570,1510,Yes,6411,2140,1078,96,99,4481,28,20100,5975,725,1600,99,99,10.1,35,33541,94,1,Massachusetts,86300,155200,52,69,0.373354537,0.001590246,0.161851754,0.030391377,0.096033218,8.83E-05,0.331124658,0.036664016,0.0505345,0.291721884,0.326618959,11319
Mayville State University,1020,1130,1075,No,233,233,153,5,12,658,58,4486,2516,600,1900,68,68,15.7,11,6971,51,4,North Dakota,43700,81300,44,10,0.564292322,0.017576318,0.001850139,0.064754857,0.047178538,0.004625347,0.802035153,0.02960222,0.005550416,0.026827012,0.165587419,1081
McPherson College,920,1020,970,Yes,420,293,93,11,32,336,80,7950,3750,600,2740,54,54,9.8,45,9754,48,14,Kansas,44500,80900,59,9,0.40060698,0.003034901,0.006069803,0.124430956,0.112291351,0.006069803,0.691957511,0.027314112,0.004552352,0.024279211,0.279210926,659
Mercer University,1220,1400,1310,Yes,2286,1668,564,37,70,2943,1260,11985,4081,400,1500,93,95,9.2,15,8995,91,11,Georgia,48500,85100,62,14,0.619971936,0.005261927,0.066183349,0.298175865,0.038587465,0.001403181,0.481758653,0.016838167,0.05191768,0.039873714,0.426449953,8552
Merrimack College,810,900,855,Yes,1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73,75,16.8,22,8707,80,22,Massachusetts,56000,102500,50,13,0.522625112,0.000899011,0.013485166,0.029667366,0.053041654,0,0.640395565,0.014084507,0.190590351,0.05783638,0.111177705,3337
Michigan State University,1100,1320,1210,No,18114,15096,6180,23,57,26640,4120,10658,3734,504,600,93,95,14,9,10520,71,5,Michigan,55300,100800,46,20,0.514506499,0.002535892,0.044208382,0.063816617,0.037499251,0.000918512,0.661228809,0.024300633,0.012899103,0.1525928,0.173279288,50081
Michigan Technological University,1130,1335,1232.5,No,2618,2288,1032,42,77,5524,414,8127,3978,900,1200,82,82,17,25,7473,65,2,Michigan,65000,116300,47,81,0.262994788,0.004648542,0.011550923,0.013382167,0.016481195,0.001126919,0.746724891,0.021974926,0.030145091,0.153965347,0.069164671,7099
Millsaps College,1135,1354,1244.5,Yes,905,834,319,32,61,1073,179,11320,4402,550,1350,82,89,12.7,38,11218,58,3,Mississippi,49300,88700,56,24,0.490498812,0.007125891,0.041567696,0.105700713,0.021377672,0,0.747030879,0.007125891,0.033254157,0.036817102,0.182897862,842
Milwaukee School of Engineering,1160,1405,1282.5,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35,46,16.7,23,7140,67,1,Wisconsin,65700,117600,50,69,0.240569395,0.002135231,0.030604982,0.025622776,0.044483986,0.004626335,0.685053381,0.014590747,0.071174377,0.121708185,0.122064057,2810
Mississippi College,970,1200,1085,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77,79,16.5,18,6170,61,5,Mississippi,45200,79500,57,20,0.594101124,0.005216693,0.023675762,0.233547352,0.024879615,0.00100321,0.570224719,0.010433387,0.05276886,0.078250401,0.298756019,4984
Mississippi State University,1030,1280,1155,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77,77,15.9,20,6223,53,1,Mississippi,51100,94100,57,27,0.485946966,0.005164366,0.013059887,0.192223657,0.022693415,0.000844175,0.705581488,0.01355646,0.008143808,0.038732744,0.24754196,20138
Mississippi University for Women,850,1180,1015,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49,54,15.8,8,5704,63,10,Mississippi,39500,69500,63,2,0.81305638,0.002225519,0.015207715,0.366097923,0.007418398,0.00074184,0.583456973,0.004451039,0,0.020400593,0.396142433,2696
Montana State University,1070,1300,1185,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75,83,17.6,8,6324,37,2,Montana,53700,96200,54,31,,,,,,,,,,,,
Montclair State University,1010,1210,1110,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82,87,21.5,9,6717,58,14,New Jersey,50800,95400,42,9,0.632004795,0.000649286,0.050694236,0.097193088,0.222105684,0.001897912,0.481070822,0.031815003,0.087004295,0.027569673,0.404355209,20022
Morehouse College,890,1110,1000,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71,74,17.8,10,8122,83,4,Georgia,55700,98700,58,26,0.000474158,0.000474158,0.000474158,0.942626837,0.006164059,0,0.000474158,0.001896633,0.016595543,0.031294452,0.951635846,2109
Morningside College,1000,1230,1115,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48,68,13,32,8111,56,19,Iowa,44900,82100,60,6,0.684024088,0.003542331,0.004959263,0.010272759,0.030818278,0.001771165,0.822174991,0.010272759,0.09989373,0.016294722,0.061636557,2823
Mount Marty College,910,950,930,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45,55,11.7,38,5073,44,8,South Dakota,41400,76500,67,5,0.588187702,0.023462783,0.010517799,0.027508091,0.051779935,0.004045307,0.881067961,0,0.001618123,0,0.117313916,1236
Muhlenberg College,1200,1370,1285,Yes,2519,1836,462,30,61,1656,352,16975,4565,600,850,76,86,12.8,39,10888,83,17,Pennsylvania,53400,101900,43,20,0.597131148,0.001639344,0.026229508,0.030327869,0.06352459,0,0.753688525,0.014754098,0.098360656,0.01147541,0.13647541,2440
Murray State University,960,1200,1080,No,2225,1910,1190,29,55,5968,955,4738,3110,700,940,72,76,20.2,27,5972,52,12,Kentucky,44800,79900,56,9,0.586329972,0.001963059,0.008833765,0.069242438,0.017489069,0.00053538,0.797448024,0.015258321,0.01561524,0.073614705,0.113322031,11207
New Jersey Institute of Technology,1180,1430,1305,No,1879,1216,483,27,62,3311,1646,8832,5376,700,1850,92,98,13.5,19,12529,72,3,New Jersey,64600,121300,51,75,0.250328762,0.000563592,0.178564719,0.084444862,0.164287056,0.000281796,0.275596468,0.025079842,0.101822281,0.169359384,0.453221867,10646
New York University,1450,1570,1510,Yes,13594,7244,2505,70,86,12408,2814,17748,7262,450,1000,87,98,7.8,16,21227,71,13,New York,63100,117700,42,18,0.551061412,0.0019077,0.14843528,0.048179567,0.086597394,0.000913261,0.351625604,0.025327759,0.103726103,0.233287332,0.311360961,49274
Newberry College,935,1155,1045,Yes,872,722,154,14,36,601,36,10194,2600,500,1500,57,63,11.4,32,5788,83,19,South Carolina,41200,74700,54,14,0.473924977,0.003659652,0.006404392,0.258920403,0.043915828,0.000914913,0.595608417,0.029277219,0.02378774,0.037511436,0.343092406,1093
